1.000000,0.093868,0.161024,0.042891,0.193369,0.259702,0.238029,0.288670,0.088480,0.015798,0.208414
1.000000,0.075217,0.220267,0.313818,0.047938,0.287715,0.124056,0.174504,0.000452,0.307160,0.161264
1.000000,0.252066,0.208755,0.101923,0.101454,0.077649,0.181364,0.041195,0.192161,0.300272,0.089829
1.000000,0.291396,0.156596,0.218785,0.283576,0.073750,0.163271,0.024358,0.178220,0.272331,0.053795
1.000000,0.084042,0.271118,0.044451,0.332682,0.078608,0.201786,0.179113,0.028998,0.028107,0.317181
1.000000,0.134254,0.004762,0.193916,0.255062,0.331085,0.286490,0.315566,0.127973,0.251799,0.265944
1.000000,0.087275,0.050349,0.071625,0.183312,0.064059,0.328955,0.314787,0.001371,0.215628,0.210916
1.000000,0.104118,0.182904,0.126244,0.163745,0.330411,0.025414,0.037219,0.066364,0.136153,0.264992
1.000000,0.094622,0.138677,0.314684,0.237992,0.262808,0.001771,0.050167,0.000518,0.136416,0.047788
1.000000,0.286944,0.138368,0.169809,0.226674,0.223392,0.203441,0.022103,0.236851,0.123297,0.120704
1.000000,0.189501,0.235879,0.202281,0.092209,0.193717,0.112031,0.017337,0.198176,0.022462,0.102808
1.000000,0.220590,0.043275,0.187006,0.107624,0.028957,0.241770,0.057752,0.225609,0.211837,0.016098
1.000000,0.297995,0.253234,0.255536,0.062882,0.306439,0.319736,0.020069,0.116512,0.107360,0.127820
1.000000,0.265908,0.198489,0.286913,0.291434,0.245165,0.332962,0.325271,0.245557,0.068932,0.052201
1.000000,0.137429,0.178884,0.330267,0.163217,0.327776,0.274065,0.112538,0.114967,0.183248,0.032710
1.000000,0.011691,0.117664,0.187311,0.248540,0.281411,0.286093,0.054405,0.049239,0.072468,0.075773
1.000000,0.253799,0.296281,0.029090,0.230043,0.310258,0.141093,0.293816,0.014977,0.309817,0.077917
1.000000,0.124556,0.050523,0.045597,0.022909,0.291909,0.087469,0.052956,0.138847,0.297103,0.290974
1.000000,0.219817,0.188498,0.045193,0.156163,0.036500,0.047744,0.299379,0.174795,0.148972,0.167154
1.000000,0.148228,0.120394,0.001952,0.309093,0.103803,0.161343,0.139151,0.323963,0.070560,0.033389
1.000000,0.320582,0.162479,0.187933,0.292042,0.025939,0.072720,0.232592,0.157313,0.002674,0.020590
1.000000,0.260774,0.080733,0.264881,0.099534,0.273557,0.127103,0.254613,0.256660,0.273991,0.177353
1.000000,0.265630,0.061543,0.053295,0.288953,0.178962,0.323721,0.160443,0.054730,0.148991,0.154556
1.000000,0.232620,0.302641,0.156613,0.012781,0.328103,0.115373,0.144026,0.166169,0.055353,0.016194
1.000000,0.169898,0.293606,0.092672,0.211134,0.331629,0.297220,0.204050,0.098635,0.142102,0.023722
1.000000,0.315000,0.015094,0.255691,0.133028,0.110601,0.169145,0.222568,0.182879,0.193965,0.229162
1.000000,0.022162,0.048917,0.049481,0.185672,0.014342,0.186468,0.318926,0.066208,0.250330,0.095345
1.000000,0.003487,0.135185,0.294698,0.272338,0.132106,0.239436,0.250901,0.107012,0.077686,0.268992
1.000000,0.216221,0.329640,0.134242,0.093596,0.003899,0.102557,0.194312,0.069338,0.031518,0.175198
1.000000,0.076478,0.178202,0.080514,0.091307,0.077565,0.104721,0.123305,0.208616,0.247485,0.205898
1.000000,0.310708,0.316073,0.315722,0.194999,0.235507,0.022627,0.311300,0.079988,0.144503,0.013606
1.000000,0.302445,0.236468,0.060664,0.058998,0.227812,0.261109,0.074176,0.271893,0.297103,0.027426
1.000000,0.022471,0.122028,0.217799,0.022454,0.033080,0.185501,0.237095,0.201577,0.321285,0.063295
1.000000,0.244019,0.032317,0.039911,0.287332,0.009095,0.002145,0.167896,0.325509,0.026985,0.227564
1.000000,0.138882,0.219497,0.322392,0.221045,0.233881,0.328167,0.076908,0.228626,0.006967,0.250469
1.000000,0.116387,0.166806,0.270314,0.322052,0.091575,0.001112,0.006650,0.200449,0.200720,0.242521
1.000000,0.143648,0.267845,0.060338,0.147114,0.267043,0.259602,0.112835,0.301030,0.205404,0.221894
1.000000,0.173106,0.312207,0.296192,0.240264,0.221524,0.187225,0.239409,0.008213,0.134206,0.086076
1.000000,0.221167,0.162869,0.157647,0.301434,0.145793,0.167762,0.316343,0.264218,0.317642,0.078705
1.000000,0.205510,0.221626,0.169775,0.282832,0.035011,0.110936,0.288802,0.276700,0.211158,0.163752
1.000000,0.096604,0.176705,0.272484,0.275988,0.196152,0.237070,0.157724,0.203988,0.158843,0.056962
1.000000,0.266226,0.036614,0.053996,0.039865,0.246590,0.024801,0.289903,0.005230,0.015009,0.123187
1.000000,0.287957,0.144537,0.314717,0.333204,0.127973,0.306578,0.143984,0.166939,0.063780,0.290161
1.000000,0.097185,0.191589,0.089161,0.204920,0.070915,0.178619,0.151446,0.318736,0.134874,0.226971
1.000000,0.192543,0.275062,0.269468,0.212013,0.209393,0.065431,0.065874,0.139017,0.211839,0.134319
1.000000,0.094643,0.131953,0.299900,0.159203,0.290689,0.282599,0.287476,0.306772,0.249842,0.107774
1.000000,0.148346,0.028844,0.227952,0.252315,0.196900,0.007624,0.123134,0.057275,0.268947,0.199364
1.000000,0.235198,0.215304,0.207363,0.009616,0.089962,0.083244,0.177548,0.279994,0.015798,0.122281
1.000000,0.173546,0.284915,0.120384,0.304352,0.325142,0.184296,0.267350,0.131278,0.233089,0.145258
1.000000,0.010708,0.014804,0.091750,0.297761,0.056067,0.038255,0.034453,0.064140,0.303123,0.093842
1.000000,0.046452,0.067681,0.299085,0.284121,0.176664,0.033708,0.258213,0.328435,0.303910,0.104648
1.000000,0.156289,0.331166,0.127843,0.195905,0.165090,0.261670,0.064542,0.239782,0.145757,0.001876
1.000000,0.288776,0.252520,0.165239,0.162569,0.229846,0.191568,0.153966,0.012646,0.325569,0.042694
1.000000,0.253635,0.247052,0.116622,0.130341,0.189556,0.326350,0.124789,0.163813,0.082741,0.278678
1.000000,0.081831,0.265331,0.328644,0.266587,0.166238,0.178544,0.160709,0.185287,0.270202,0.085680
1.000000,0.054455,0.138531,0.188262,0.103876,0.174448,0.323421,0.243488,0.242521,0.242568,0.195775
1.000000,0.296604,0.147569,0.272596,0.192111,0.110495,0.005391,0.103425,0.032072,0.226827,0.089509
1.000000,0.035049,0.301025,0.037438,0.120060,0.159947,0.114565,0.328586,0.077751,0.248491,0.074951
1.000000,0.018303,0.152701,0.263890,0.172046,0.126140,0.009934,0.070774,0.118961,0.238330,0.093440
1.000000,0.321743,0.105093,0.222685,0.296578,0.047452,0.211727,0.326107,0.083265,0.139045,0.200798
1.000000,0.219058,0.071086,0.310119,0.228760,0.242413,0.244638,0.254031,0.064896,0.216582,0.216069
1.000000,0.146949,0.218370,0.022239,0.159468,0.140169,0.079885,0.117755,0.185919,0.035367,0.294424
1.000000,0.015413,0.082885,0.327311,0.150239,0.029894,0.105946,0.037738,0.261912,0.270053,0.272095
1.000000,0.288650,0.173528,0.197250,0.060869,0.124964,0.193665,0.104942,0.164739,0.064796,0.095215
1.000000,0.171417,0.067621,0.089522,0.074780,0.259004,0.060191,0.306734,0.330256,0.135058,0.145406
1.000000,0.263953,0.182460,0.130457,0.065946,0.151745,0.027214,0.212525,0.331231,0.091058,0.181171
1.000000,0.016345,0.278864,0.231963,0.018584,0.193948,0.235896,0.007191,0.056875,0.291224,0.008526
1.000000,0.094627,0.092922,0.081928,0.076309,0.050753,0.036900,0.159032,0.068387,0.080843,0.241443
1.000000,0.242452,0.234293,0.059398,0.170800,0.151566,0.231624,0.278728,0.009191,0.038970,0.212301
1.000000,0.313818,0.082994,0.250315,0.209084,0.316578,0.320424,0.267123,0.254083,0.133301,0.028559
1.000000,0.048526,0.222513,0.321784,0.135041,0.224292,0.015093,0.162833,0.234661,0.008285,0.001166
1.000000,0.066122,0.329234,0.168966,0.172604,0.277067,0.127961,0.017579,0.155406,0.111558,0.172033
1.000000,0.209721,0.255725,0.021082,0.308364,0.324913,0.332487,0.103216,0.212285,0.101858,0.009913
1.000000,0.065346,0.033324,0.040984,0.122349,0.221570,0.046456,0.124459,0.097009,0.111979,0.266959
1.000000,0.205231,0.238745,0.096425,0.004625,0.165431,0.212384,0.294828,0.063493,0.177738,0.008613
1.000000,0.166099,0.160655,0.136184,0.123728,0.005754,0.007413,0.307041,0.010183,0.309099,0.243345
1.000000,0.172840,0.003384,0.133893,0.198573,0.135141,0.162280,0.263227,0.041666,0.268098,0.277819
1.000000,0.097370,0.172439,0.165444,0.182120,0.135018,0.139905,0.120757,0.036147,0.012988,0.218065
1.000000,0.244788,0.299535,0.024472,0.125931,0.241140,0.112494,0.212775,0.206648,0.310375,0.213568
